URL	chrom://pc-3vxg514/ChromeleonLocal/Data/2025/2025_w24.seq/31208.smp/UV_VIS_2.channel/UV_VIS_2.chm
Channel	UV_VIS_2

Injection Information:
Data Vault	ChromeleonLocal
Sequence	2025_w24
Name	CA8393_2jun_iEDDAC_MeMeTet_over72h
Number	15
Position	BA6
Comment	
Processing Method	General_ILK
Instrument Method	5-100pct_positive_3min
Type	Calibration Standard
Status	Finished
Inject Time	6/9/2025 11:37:00 AM +02:00
Volume (µl)	7.0000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	3.100000
Data Points	931
Detector	UV
Generating Data System	Chromeleon 7.3.2.11814
Exporting Data System	Chromeleon 7.3.2.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.048014
Signal Max.	108.215169
Channel	UV_VIS_2
Driver Name	DAD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:254 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
0.940000	0.2	1.331654
0.943333	0.2	1.339604
0.946667	0.2	1.352382
0.950000	0.2	1.370303
0.953333	0.2	1.392420
0.956667	0.2	1.416619
0.960000	0.2	1.439641
0.963333	0.2	1.458106
0.966667	0.2	1.470209
0.970000	0.2	1.476628
0.973333	0.2	1.479886
0.976667	0.2	1.482798
0.980000	0.2	1.487348
0.983333	0.2	1.494576
0.986667	0.2	1.504853
0.990000	0.2	1.517895
0.993333	0.2	1.532972
0.996667	0.2	1.549436
1.000000	0.2	1.566478
1.003333	0.2	1.582436
1.006667	0.2	1.594911
1.010000	0.2	1.601560
1.013333	0.2	1.600979
1.016667	0.2	1.593289
1.020000	0.2	1.580510
1.023333	0.2	1.566466
1.026667	0.2	1.555541
1.030000	0.2	1.550969
1.033333	0.2	1.553939
1.036667	0.2	1.563773
1.040000	0.2	1.578613
1.043333	0.2	1.595869
1.046667	0.2	1.612675
1.050000	0.2	1.627008
1.053333	0.2	1.638259
1.056667	0.2	1.646355
1.060000	0.2	1.650580
1.063333	0.2	1.649366
1.066667	0.2	1.641254
1.070000	0.2	1.626351
1.073333	0.2	1.606900
1.076667	0.2	1.586237
1.080000	0.2	1.567396
1.083333	0.2	1.552581
1.086667	0.2	1.543018
1.090000	0.2	1.538769
1.093333	0.2	1.538876
1.096667	0.2	1.542056
1.100000	0.2	1.547405
1.103333	0.2	1.554284
1.106667	0.2	1.561736
1.110000	0.2	1.568815
1.113333	0.2	1.575526
1.116667	0.2	1.582409
1.120000	0.2	1.589008
1.123333	0.2	1.593617
1.126667	0.2	1.594840
1.130000	0.2	1.592899
1.133333	0.2	1.589361
1.136667	0.2	1.586215
1.140000	0.2	1.585123
1.143333	0.2	1.586820
1.146667	0.2	1.591054
1.150000	0.2	1.597018
1.153333	0.2	1.604130
1.156667	0.2	1.612905
1.160000	0.2	1.624816
1.163333	0.2	1.641109
1.166667	0.2	1.661999
1.170000	0.2	1.686669
1.173333	0.2	1.713572
1.176667	0.2	1.741004
1.180000	0.2	1.767438
1.183333	0.2	1.791273
1.186667	0.2	1.810738
1.190000	0.2	1.824348
1.193333	0.2	1.831403
1.196667	0.2	1.832188
1.200000	0.2	1.828137
1.203333	0.2	1.822208
